,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Public Method,br.....controller.AvaliacaoController.update,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,15,,,,2,,,,13,,,3,10,0,,,,16,2,0,9,11,3,,,10,,,6,6,6,1,1,,,,,0,,1,0,,,0.00,6,6,6,1
Public Class,br.....controller.CategoriaRiscoController,1,1,1,1,3,0,3,0,1,16,16,0,,0,0,,,,4,2,,,,4,4,0,0,0,4,,39,,,,13,,,,26,,,14,7,0,,,,,,,7,13,7,,,7,,,,,,,,2,2,2,1,,1,1,,37,37,0.00,5,5,5,4
Public Method,br.....controller.CategoriaRiscoController.atualizar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,,,,0,,,,3,,,1,1,0,,,,2,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,br.....controller.CategoriaRiscoController.cadastrarUmaCategoria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,,,,0,,,,3,,,1,1,0,,,,2,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,br.....controller.CategoriaRiscoController.delete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,,,,0,,,,3,,,1,1,0,,,,2,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,br.....controller.CategoriaRiscoController.findByPlano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,6,,,,0,,,,6,,,1,3,0,,,,6,2,0,2,4,1,,,3,,,2,2,2,1,0,,,,,0,,1,0,,,0.00,2,2,2,1
Public Class,br.....controller.CategoriaRiscoControllerProduct,1,1,1,1,3,0,3,0,1,11,11,0,,0,0,,,,4,1,,,,4,4,0,0,0,4,,25,,,,4,,,,21,,,12,5,0,,,,,,,6,11,6,,,5,,,,,,,,1,1,1,1,,1,0,,0,0,0.00,4,4,4,4
Public Method,br.....controller.CategoriaRiscoControllerProduct.atualizar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4,,,,0,,,,4,,,2,1,0,,,,3,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,br.....controller.CategoriaRiscoControllerProduct.cadastrarUmaCategoria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,,,,0,,,,3,,,1,1,0,,,,4,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,br.....controller.CategoriaRiscoControllerProduct.delete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,,,,0,,,,4,,,1,2,0,,,,4,1,0,2,3,1,,,2,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,br.....controller.CategoriaRiscoControllerProduct.getCategoriaRiscoService,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,,,,0,,,,3,,,1,1,0,,,,1,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Class,br.....controller.ExceptionHandlingController,1,1,1,1,7,0,7,0,1,12,12,0,,0,0,,,,6,0,,,,6,6,0,0,0,6,,61,,,,10,,,,51,,,23,31,0,,,,,,,11,18,12,,,11,,,,,,,,1,1,1,1,,2,0,,0,0,0.00,6,6,6,6
